DateKey,CalendarYear,CalendarHalfYearLabel,CalendarQuarterLabel,CalendarMonth,CalendarMonthLabel,CalendarWeekLabel,CalendarDayOfWeekLabel,IsWorkDay,Año,Trimestre,Mes,Día,SemanaAño,Dia Semana,Fin Semana,Mes Corto,Mes Txt,Dia Txt,Start of Week,End of Week,Mala Suerte
"2007-02-27 00:00:00,000",2007,"H1","Q1",200702,"February","Week 9","Tuesday","WorkDay",2007,"Trimestre 1",2,27,9,2,"Día Laboral","F","February","Tuesday","2007-02-25 00:00:00,000","2007-03-04 00:00:00,000","Día Normal"
"2007-02-28 00:00:00,000",2007,"H1","Q1",200702,"February","Week 9","Wednesday","WorkDay",2007,"Trimestre 1",2,28,9,3,"Día Laboral","F","February","Wednesday","2007-02-25 00:00:00,000","2007-03-04 00:00:00,000","Día Normal"
"2007-03-01 00:00:00,000",2007,"H1","Q1",200703,"March","Week 9","Thursday","WorkDay",2007,"Trimestre 1",3,1,9,4,"Día Laboral","M","March","Thursday","2007-02-25 00:00:00,000","2007-03-04 00:00:00,000","Día Normal"
"2007-03-02 00:00:00,000",2007,"H1","Q1",200703,"March","Week 9","Friday","WorkDay",2007,"Trimestre 1",3,2,9,5,"Día Laboral","M","March","Friday","2007-02-25 00:00:00,000","2007-03-04 00:00:00,000","Día Normal"
"2007-03-05 00:00:00,000",2007,"H1","Q1",200703,"March","Week 10","Monday","WorkDay",2007,"Trimestre 1",3,5,10,1,"Día Laboral","M","March","Monday","2007-03-04 00:00:00,000","2007-03-11 00:00:00,000","Día Normal"
"2007-03-06 00:00:00,000",2007,"H1","Q1",200703,"March","Week 10","Tuesday","WorkDay",2007,"Trimestre 1",3,6,10,2,"Día Laboral","M","March","Tuesday","2007-03-04 00:00:00,000","2007-03-11 00:00:00,000","Día Normal"
"2007-03-07 00:00:00,000",2007,"H1","Q1",200703,"March","Week 10","Wednesday","WorkDay",2007,"Trimestre 1",3,7,10,3,"Día Laboral","M","March","Wednesday","2007-03-04 00:00:00,000","2007-03-11 00:00:00,000","Día Normal"
"2007-03-08 00:00:00,000",2007,"H1","Q1",200703,"March","Week 10","Thursday","WorkDay",2007,"Trimestre 1",3,8,10,4,"Día Laboral","M","March","Thursday","2007-03-04 00:00:00,000","2007-03-11 00:00:00,000","Día Normal"
"2007-03-09 00:00:00,000",2007,"H1","Q1",200703,"March","Week 10","Friday","WorkDay",2007,"Trimestre 1",3,9,10,5,"Día Laboral","M","March","Friday","2007-03-04 00:00:00,000","2007-03-11 00:00:00,000","Día Normal"
"2007-03-12 00:00:00,000",2007,"H1","Q1",200703,"March","Week 11","Monday","WorkDay",2007,"Trimestre 1",3,12,11,1,"Día Laboral","M","March","Monday","2007-03-11 00:00:00,000","2007-03-18 00:00:00,000","Día Normal"
"2007-03-13 00:00:00,000",2007,"H1","Q1",200703,"March","Week 11","Tuesday","WorkDay",2007,"Trimestre 1",3,13,11,2,"Día Laboral","M","March","Tuesday","2007-03-11 00:00:00,000","2007-03-18 00:00:00,000","Mala Suerte"
"2007-03-14 00:00:00,000",2007,"H1","Q1",200703,"March","Week 11","Wednesday","WorkDay",2007,"Trimestre 1",3,14,11,3,"Día Laboral","M","March","Wednesday","2007-03-11 00:00:00,000","2007-03-18 00:00:00,000","Día Normal"
"2007-03-15 00:00:00,000",2007,"H1","Q1",200703,"March","Week 11","Thursday","WorkDay",2007,"Trimestre 1",3,15,11,4,"Día Laboral","M","March","Thursday","2007-03-11 00:00:00,000","2007-03-18 00:00:00,000","Día Normal"
"2007-03-16 00:00:00,000",2007,"H1","Q1",200703,"March","Week 11","Friday","WorkDay",2007,"Trimestre 1",3,16,11,5,"Día Laboral","M","March","Friday","2007-03-11 00:00:00,000","2007-03-18 00:00:00,000","Día Normal"
"2007-03-19 00:00:00,000",2007,"H1","Q1",200703,"March","Week 12","Monday","WorkDay",2007,"Trimestre 1",3,19,12,1,"Día Laboral","M","March","Monday","2007-03-18 00:00:00,000","2007-03-25 00:00:00,000","Día Normal"
"2007-03-20 00:00:00,000",2007,"H1","Q1",200703,"March","Week 12","Tuesday","WorkDay",2007,"Trimestre 1",3,20,12,2,"Día Laboral","M","March","Tuesday","2007-03-18 00:00:00,000","2007-03-25 00:00:00,000","Día Normal"
"2007-03-21 00:00:00,000",2007,"H1","Q1",200703,"March","Week 12","Wednesday","WorkDay",2007,"Trimestre 1",3,21,12,3,"Día Laboral","M","March","Wednesday","2007-03-18 00:00:00,000","2007-03-25 00:00:00,000","Día Normal"
"2007-03-22 00:00:00,000",2007,"H1","Q1",200703,"March","Week 12","Thursday","WorkDay",2007,"Trimestre 1",3,22,12,4,"Día Laboral","M","March","Thursday","2007-03-18 00:00:00,000","2007-03-25 00:00:00,000","Día Normal"
"2007-03-23 00:00:00,000",2007,"H1","Q1",200703,"March","Week 12","Friday","WorkDay",2007,"Trimestre 1",3,23,12,5,"Día Laboral","M","March","Friday","2007-03-18 00:00:00,000","2007-03-25 00:00:00,000","Día Normal"
"2007-03-26 00:00:00,000",2007,"H1","Q1",200703,"March","Week 13","Monday","WorkDay",2007,"Trimestre 1",3,26,13,1,"Día Laboral","M","March","Monday","2007-03-25 00:00:00,000","2007-04-01 00:00:00,000","Día Normal"
"2007-03-27 00:00:00,000",2007,"H1","Q1",200703,"March","Week 13","Tuesday","WorkDay",2007,"Trimestre 1",3,27,13,2,"Día Laboral","M","March","Tuesday","2007-03-25 00:00:00,000","2007-04-01 00:00:00,000","Día Normal"
"2007-03-28 00:00:00,000",2007,"H1","Q1",200703,"March","Week 13","Wednesday","WorkDay",2007,"Trimestre 1",3,28,13,3,"Día Laboral","M","March","Wednesday","2007-03-25 00:00:00,000","2007-04-01 00:00:00,000","Día Normal"
"2007-03-29 00:00:00,000",2007,"H1","Q1",200703,"March","Week 13","Thursday","WorkDay",2007,"Trimestre 1",3,29,13,4,"Día Laboral","M","March","Thursday","2007-03-25 00:00:00,000","2007-04-01 00:00:00,000","Día Normal"
"2007-03-30 00:00:00,000",2007,"H1","Q1",200703,"March","Week 13","Friday","WorkDay",2007,"Trimestre 1",3,30,13,5,"Día Laboral","M","March","Friday","2007-03-25 00:00:00,000","2007-04-01 00:00:00,000","Día Normal"
"2007-04-02 00:00:00,000",2007,"H1","Q2",200704,"April","Week 14","Monday","WorkDay",2007,"Trimestre 2",4,2,14,1,"Día Laboral","A","April","Monday","2007-04-01 00:00:00,000","2007-04-08 00:00:00,000","Día Normal"
"2007-04-03 00:00:00,000",2007,"H1","Q2",200704,"April","Week 14","Tuesday","WorkDay",2007,"Trimestre 2",4,3,14,2,"Día Laboral","A","April","Tuesday","2007-04-01 00:00:00,000","2007-04-08 00:00:00,000","Día Normal"
"2007-04-04 00:00:00,000",2007,"H1","Q2",200704,"April","Week 14","Wednesday","WorkDay",2007,"Trimestre 2",4,4,14,3,"Día Laboral","A","April","Wednesday","2007-04-01 00:00:00,000","2007-04-08 00:00:00,000","Día Normal"
"2007-04-05 00:00:00,000",2007,"H1","Q2",200704,"April","Week 14","Thursday","WorkDay",2007,"Trimestre 2",4,5,14,4,"Día Laboral","A","April","Thursday","2007-04-01 00:00:00,000","2007-04-08 00:00:00,000","Día Normal"
"2007-04-06 00:00:00,000",2007,"H1","Q2",200704,"April","Week 14","Friday","WorkDay",2007,"Trimestre 2",4,6,14,5,"Día Laboral","A","April","Friday","2007-04-01 00:00:00,000","2007-04-08 00:00:00,000","Día Normal"
"2007-04-09 00:00:00,000",2007,"H1","Q2",200704,"April","Week 15","Monday","WorkDay",2007,"Trimestre 2",4,9,15,1,"Día Laboral","A","April","Monday","2007-04-08 00:00:00,000","2007-04-15 00:00:00,000","Día Normal"
"2007-04-10 00:00:00,000",2007,"H1","Q2",200704,"April","Week 15","Tuesday","WorkDay",2007,"Trimestre 2",4,10,15,2,"Día Laboral","A","April","Tuesday","2007-04-08 00:00:00,000","2007-04-15 00:00:00,000","Día Normal"
"2007-04-11 00:00:00,000",2007,"H1","Q2",200704,"April","Week 15","Wednesday","WorkDay",2007,"Trimestre 2",4,11,15,3,"Día Laboral","A","April","Wednesday","2007-04-08 00:00:00,000","2007-04-15 00:00:00,000","Día Normal"
"2007-04-12 00:00:00,000",2007,"H1","Q2",200704,"April","Week 15","Thursday","WorkDay",2007,"Trimestre 2",4,12,15,4,"Día Laboral","A","April","Thursday","2007-04-08 00:00:00,000","2007-04-15 00:00:00,000","Día Normal"
"2007-04-13 00:00:00,000",2007,"H1","Q2",200704,"April","Week 15","Friday","WorkDay",2007,"Trimestre 2",4,13,15,5,"Día Laboral","A","April","Friday","2007-04-08 00:00:00,000","2007-04-15 00:00:00,000","Día Normal"
"2007-04-16 00:00:00,000",2007,"H1","Q2",200704,"April","Week 16","Monday","WorkDay",2007,"Trimestre 2",4,16,16,1,"Día Laboral","A","April","Monday","2007-04-15 00:00:00,000","2007-04-22 00:00:00,000","Día Normal"
"2007-04-17 00:00:00,000",2007,"H1","Q2",200704,"April","Week 16","Tuesday","WorkDay",2007,"Trimestre 2",4,17,16,2,"Día Laboral","A","April","Tuesday","2007-04-15 00:00:00,000","2007-04-22 00:00:00,000","Día Normal"
"2007-04-18 00:00:00,000",2007,"H1","Q2",200704,"April","Week 16","Wednesday","WorkDay",2007,"Trimestre 2",4,18,16,3,"Día Laboral","A","April","Wednesday","2007-04-15 00:00:00,000","2007-04-22 00:00:00,000","Día Normal"
"2007-04-19 00:00:00,000",2007,"H1","Q2",200704,"April","Week 16","Thursday","WorkDay",2007,"Trimestre 2",4,19,16,4,"Día Laboral","A","April","Thursday","2007-04-15 00:00:00,000","2007-04-22 00:00:00,000","Día Normal"
"2007-04-20 00:00:00,000",2007,"H1","Q2",200704,"April","Week 16","Friday","WorkDay",2007,"Trimestre 2",4,20,16,5,"Día Laboral","A","April","Friday","2007-04-15 00:00:00,000","2007-04-22 00:00:00,000","Día Normal"
"2007-04-23 00:00:00,000",2007,"H1","Q2",200704,"April","Week 17","Monday","WorkDay",2007,"Trimestre 2",4,23,17,1,"Día Laboral","A","April","Monday","2007-04-22 00:00:00,000","2007-04-29 00:00:00,000","Día Normal"
"2007-04-24 00:00:00,000",2007,"H1","Q2",200704,"April","Week 17","Tuesday","WorkDay",2007,"Trimestre 2",4,24,17,2,"Día Laboral","A","April","Tuesday","2007-04-22 00:00:00,000","2007-04-29 00:00:00,000","Día Normal"
"2007-04-25 00:00:00,000",2007,"H1","Q2",200704,"April","Week 17","Wednesday","WorkDay",2007,"Trimestre 2",4,25,17,3,"Día Laboral","A","April","Wednesday","2007-04-22 00:00:00,000","2007-04-29 00:00:00,000","Día Normal"
"2007-04-26 00:00:00,000",2007,"H1","Q2",200704,"April","Week 17","Thursday","WorkDay",2007,"Trimestre 2",4,26,17,4,"Día Laboral","A","April","Thursday","2007-04-22 00:00:00,000","2007-04-29 00:00:00,000","Día Normal"
"2007-04-27 00:00:00,000",2007,"H1","Q2",200704,"April","Week 17","Friday","WorkDay",2007,"Trimestre 2",4,27,17,5,"Día Laboral","A","April","Friday","2007-04-22 00:00:00,000","2007-04-29 00:00:00,000","Día Normal"
"2007-04-30 00:00:00,000",2007,"H1","Q2",200704,"April","Week 18","Monday","WorkDay",2007,"Trimestre 2",4,30,18,1,"Día Laboral","A","April","Monday","2007-04-29 00:00:00,000","2007-05-06 00:00:00,000","Día Normal"
"2007-05-01 00:00:00,000",2007,"H1","Q2",200705,"May","Week 18","Tuesday","WorkDay",2007,"Trimestre 2",5,1,18,2,"Día Laboral","M","May","Tuesday","2007-04-29 00:00:00,000","2007-05-06 00:00:00,000","Día Normal"
"2007-05-02 00:00:00,000",2007,"H1","Q2",200705,"May","Week 18","Wednesday","WorkDay",2007,"Trimestre 2",5,2,18,3,"Día Laboral","M","May","Wednesday","2007-04-29 00:00:00,000","2007-05-06 00:00:00,000","Día Normal"
"2007-05-03 00:00:00,000",2007,"H1","Q2",200705,"May","Week 18","Thursday","WorkDay",2007,"Trimestre 2",5,3,18,4,"Día Laboral","M","May","Thursday","2007-04-29 00:00:00,000","2007-05-06 00:00:00,000","Día Normal"
"2007-05-04 00:00:00,000",2007,"H1","Q2",200705,"May","Week 18","Friday","WorkDay",2007,"Trimestre 2",5,4,18,5,"Día Laboral","M","May","Friday","2007-04-29 00:00:00,000","2007-05-06 00:00:00,000","Día Normal"
"2007-05-07 00:00:00,000",2007,"H1","Q2",200705,"May","Week 19","Monday","WorkDay",2007,"Trimestre 2",5,7,19,1,"Día Laboral","M","May","Monday","2007-05-06 00:00:00,000","2007-05-13 00:00:00,000","Día Normal"
"2007-05-08 00:00:00,000",2007,"H1","Q2",200705,"May","Week 19","Tuesday","WorkDay",2007,"Trimestre 2",5,8,19,2,"Día Laboral","M","May","Tuesday","2007-05-06 00:00:00,000","2007-05-13 00:00:00,000","Día Normal"
"2007-05-09 00:00:00,000",2007,"H1","Q2",200705,"May","Week 19","Wednesday","WorkDay",2007,"Trimestre 2",5,9,19,3,"Día Laboral","M","May","Wednesday","2007-05-06 00:00:00,000","2007-05-13 00:00:00,000","Día Normal"
"2007-05-10 00:00:00,000",2007,"H1","Q2",200705,"May","Week 19","Thursday","WorkDay",2007,"Trimestre 2",5,10,19,4,"Día Laboral","M","May","Thursday","2007-05-06 00:00:00,000","2007-05-13 00:00:00,000","Día Normal"
"2007-05-11 00:00:00,000",2007,"H1","Q2",200705,"May","Week 19","Friday","WorkDay",2007,"Trimestre 2",5,11,19,5,"Día Laboral","M","May","Friday","2007-05-06 00:00:00,000","2007-05-13 00:00:00,000","Día Normal"
"2007-05-14 00:00:00,000",2007,"H1","Q2",200705,"May","Week 20","Monday","WorkDay",2007,"Trimestre 2",5,14,20,1,"Día Laboral","M","May","Monday","2007-05-13 00:00:00,000","2007-05-20 00:00:00,000","Día Normal"
"2007-05-15 00:00:00,000",2007,"H1","Q2",200705,"May","Week 20","Tuesday","WorkDay",2007,"Trimestre 2",5,15,20,2,"Día Laboral","M","May","Tuesday","2007-05-13 00:00:00,000","2007-05-20 00:00:00,000","Día Normal"
"2007-05-16 00:00:00,000",2007,"H1","Q2",200705,"May","Week 20","Wednesday","WorkDay",2007,"Trimestre 2",5,16,20,3,"Día Laboral","M","May","Wednesday","2007-05-13 00:00:00,000","2007-05-20 00:00:00,000","Día Normal"
"2007-05-17 00:00:00,000",2007,"H1","Q2",200705,"May","Week 20","Thursday","WorkDay",2007,"Trimestre 2",5,17,20,4,"Día Laboral","M","May","Thursday","2007-05-13 00:00:00,000","2007-05-20 00:00:00,000","Día Normal"
"2007-05-18 00:00:00,000",2007,"H1","Q2",200705,"May","Week 20","Friday","WorkDay",2007,"Trimestre 2",5,18,20,5,"Día Laboral","M","May","Friday","2007-05-13 00:00:00,000","2007-05-20 00:00:00,000","Día Normal"
"2007-05-21 00:00:00,000",2007,"H1","Q2",200705,"May","Week 21","Monday","WorkDay",2007,"Trimestre 2",5,21,21,1,"Día Laboral","M","May","Monday","2007-05-20 00:00:00,000","2007-05-27 00:00:00,000","Día Normal"
"2007-05-22 00:00:00,000",2007,"H1","Q2",200705,"May","Week 21","Tuesday","WorkDay",2007,"Trimestre 2",5,22,21,2,"Día Laboral","M","May","Tuesday","2007-05-20 00:00:00,000","2007-05-27 00:00:00,000","Día Normal"
"2007-05-23 00:00:00,000",2007,"H1","Q2",200705,"May","Week 21","Wednesday","WorkDay",2007,"Trimestre 2",5,23,21,3,"Día Laboral","M","May","Wednesday","2007-05-20 00:00:00,000","2007-05-27 00:00:00,000","Día Normal"
"2007-05-24 00:00:00,000",2007,"H1","Q2",200705,"May","Week 21","Thursday","WorkDay",2007,"Trimestre 2",5,24,21,4,"Día Laboral","M","May","Thursday","2007-05-20 00:00:00,000","2007-05-27 00:00:00,000","Día Normal"
"2007-05-25 00:00:00,000",2007,"H1","Q2",200705,"May","Week 21","Friday","WorkDay",2007,"Trimestre 2",5,25,21,5,"Día Laboral","M","May","Friday","2007-05-20 00:00:00,000","2007-05-27 00:00:00,000","Día Normal"
"2007-05-28 00:00:00,000",2007,"H1","Q2",200705,"May","Week 22","Monday","WorkDay",2007,"Trimestre 2",5,28,22,1,"Día Laboral","M","May","Monday","2007-05-27 00:00:00,000","2007-06-03 00:00:00,000","Día Normal"
"2007-05-29 00:00:00,000",2007,"H1","Q2",200705,"May","Week 22","Tuesday","WorkDay",2007,"Trimestre 2",5,29,22,2,"Día Laboral","M","May","Tuesday","2007-05-27 00:00:00,000","2007-06-03 00:00:00,000","Día Normal"
"2007-05-30 00:00:00,000",2007,"H1","Q2",200705,"May","Week 22","Wednesday","WorkDay",2007,"Trimestre 2",5,30,22,3,"Día Laboral","M","May","Wednesday","2007-05-27 00:00:00,000","2007-06-03 00:00:00,000","Día Normal"
"2007-05-31 00:00:00,000",2007,"H1","Q2",200705,"May","Week 22","Thursday","WorkDay",2007,"Trimestre 2",5,31,22,4,"Día Laboral","M","May","Thursday","2007-05-27 00:00:00,000","2007-06-03 00:00:00,000","Día Normal"
"2007-06-01 00:00:00,000",2007,"H1","Q2",200706,"June","Week 22","Friday","WorkDay",2007,"Trimestre 2",6,1,22,5,"Día Laboral","J","June","Friday","2007-05-27 00:00:00,000","2007-06-03 00:00:00,000","Día Normal"
"2007-06-04 00:00:00,000",2007,"H1","Q2",200706,"June","Week 23","Monday","WorkDay",2007,"Trimestre 2",6,4,23,1,"Día Laboral","J","June","Monday","2007-06-03 00:00:00,000","2007-06-10 00:00:00,000","Día Normal"
"2007-06-05 00:00:00,000",2007,"H1","Q2",200706,"June","Week 23","Tuesday","WorkDay",2007,"Trimestre 2",6,5,23,2,"Día Laboral","J","June","Tuesday","2007-06-03 00:00:00,000","2007-06-10 00:00:00,000","Día Normal"
"2007-06-06 00:00:00,000",2007,"H1","Q2",200706,"June","Week 23","Wednesday","WorkDay",2007,"Trimestre 2",6,6,23,3,"Día Laboral","J","June","Wednesday","2007-06-03 00:00:00,000","2007-06-10 00:00:00,000","Día Normal"
"2007-06-07 00:00:00,000",2007,"H1","Q2",200706,"June","Week 23","Thursday","WorkDay",2007,"Trimestre 2",6,7,23,4,"Día Laboral","J","June","Thursday","2007-06-03 00:00:00,000","2007-06-10 00:00:00,000","Día Normal"
"2007-06-08 00:00:00,000",2007,"H1","Q2",200706,"June","Week 23","Friday","WorkDay",2007,"Trimestre 2",6,8,23,5,"Día Laboral","J","June","Friday","2007-06-03 00:00:00,000","2007-06-10 00:00:00,000","Día Normal"
"2007-06-11 00:00:00,000",2007,"H1","Q2",200706,"June","Week 24","Monday","WorkDay",2007,"Trimestre 2",6,11,24,1,"Día Laboral","J","June","Monday","2007-06-10 00:00:00,000","2007-06-17 00:00:00,000","Día Normal"
"2007-06-12 00:00:00,000",2007,"H1","Q2",200706,"June","Week 24","Tuesday","WorkDay",2007,"Trimestre 2",6,12,24,2,"Día Laboral","J","June","Tuesday","2007-06-10 00:00:00,000","2007-06-17 00:00:00,000","Día Normal"
"2007-06-13 00:00:00,000",2007,"H1","Q2",200706,"June","Week 24","Wednesday","WorkDay",2007,"Trimestre 2",6,13,24,3,"Día Laboral","J","June","Wednesday","2007-06-10 00:00:00,000","2007-06-17 00:00:00,000","Día Normal"
"2007-06-14 00:00:00,000",2007,"H1","Q2",200706,"June","Week 24","Thursday","WorkDay",2007,"Trimestre 2",6,14,24,4,"Día Laboral","J","June","Thursday","2007-06-10 00:00:00,000","2007-06-17 00:00:00,000","Día Normal"
"2007-06-15 00:00:00,000",2007,"H1","Q2",200706,"June","Week 24","Friday","WorkDay",2007,"Trimestre 2",6,15,24,5,"Día Laboral","J","June","Friday","2007-06-10 00:00:00,000","2007-06-17 00:00:00,000","Día Normal"
"2007-06-18 00:00:00,000",2007,"H1","Q2",200706,"June","Week 25","Monday","WorkDay",2007,"Trimestre 2",6,18,25,1,"Día Laboral","J","June","Monday","2007-06-17 00:00:00,000","2007-06-24 00:00:00,000","Día Normal"
"2007-06-19 00:00:00,000",2007,"H1","Q2",200706,"June","Week 25","Tuesday","WorkDay",2007,"Trimestre 2",6,19,25,2,"Día Laboral","J","June","Tuesday","2007-06-17 00:00:00,000","2007-06-24 00:00:00,000","Día Normal"
"2007-06-20 00:00:00,000",2007,"H1","Q2",200706,"June","Week 25","Wednesday","WorkDay",2007,"Trimestre 2",6,20,25,3,"Día Laboral","J","June","Wednesday","2007-06-17 00:00:00,000","2007-06-24 00:00:00,000","Día Normal"
"2007-06-21 00:00:00,000",2007,"H1","Q2",200706,"June","Week 25","Thursday","WorkDay",2007,"Trimestre 2",6,21,25,4,"Día Laboral","J","June","Thursday","2007-06-17 00:00:00,000","2007-06-24 00:00:00,000","Día Normal"
"2007-06-22 00:00:00,000",2007,"H1","Q2",200706,"June","Week 25","Friday","WorkDay",2007,"Trimestre 2",6,22,25,5,"Día Laboral","J","June","Friday","2007-06-17 00:00:00,000","2007-06-24 00:00:00,000","Día Normal"
"2007-06-25 00:00:00,000",2007,"H1","Q2",200706,"June","Week 26","Monday","WorkDay",2007,"Trimestre 2",6,25,26,1,"Día Laboral","J","June","Monday","2007-06-24 00:00:00,000","2007-07-01 00:00:00,000","Día Normal"
"2007-06-26 00:00:00,000",2007,"H1","Q2",200706,"June","Week 26","Tuesday","WorkDay",2007,"Trimestre 2",6,26,26,2,"Día Laboral","J","June","Tuesday","2007-06-24 00:00:00,000","2007-07-01 00:00:00,000","Día Normal"
"2007-06-27 00:00:00,000",2007,"H1","Q2",200706,"June","Week 26","Wednesday","WorkDay",2007,"Trimestre 2",6,27,26,3,"Día Laboral","J","June","Wednesday","2007-06-24 00:00:00,000","2007-07-01 00:00:00,000","Día Normal"
"2007-06-28 00:00:00,000",2007,"H1","Q2",200706,"June","Week 26","Thursday","WorkDay",2007,"Trimestre 2",6,28,26,4,"Día Laboral","J","June","Thursday","2007-06-24 00:00:00,000","2007-07-01 00:00:00,000","Día Normal"
"2007-06-29 00:00:00,000",2007,"H1","Q2",200706,"June","Week 26","Friday","WorkDay",2007,"Trimestre 2",6,29,26,5,"Día Laboral","J","June","Friday","2007-06-24 00:00:00,000","2007-07-01 00:00:00,000","Día Normal"
"2007-07-02 00:00:00,000",2007,"H2","Q3",200707,"July","Week 27","Monday","WorkDay",2007,"Trimestre 3",7,2,27,1,"Día Laboral","J","July","Monday","2007-07-01 00:00:00,000","2007-07-08 00:00:00,000","Día Normal"
"2007-07-03 00:00:00,000",2007,"H2","Q3",200707,"July","Week 27","Tuesday","WorkDay",2007,"Trimestre 3",7,3,27,2,"Día Laboral","J","July","Tuesday","2007-07-01 00:00:00,000","2007-07-08 00:00:00,000","Día Normal"
"2007-07-04 00:00:00,000",2007,"H2","Q3",200707,"July","Week 27","Wednesday","WorkDay",2007,"Trimestre 3",7,4,27,3,"Día Laboral","J","July","Wednesday","2007-07-01 00:00:00,000","2007-07-08 00:00:00,000","Día Normal"
"2007-07-05 00:00:00,000",2007,"H2","Q3",200707,"July","Week 27","Thursday","WorkDay",2007,"Trimestre 3",7,5,27,4,"Día Laboral","J","July","Thursday","2007-07-01 00:00:00,000","2007-07-08 00:00:00,000","Día Normal"
"2007-07-06 00:00:00,000",2007,"H2","Q3",200707,"July","Week 27","Friday","WorkDay",2007,"Trimestre 3",7,6,27,5,"Día Laboral","J","July","Friday","2007-07-01 00:00:00,000","2007-07-08 00:00:00,000","Día Normal"
"2007-07-09 00:00:00,000",2007,"H2","Q3",200707,"July","Week 28","Monday","WorkDay",2007,"Trimestre 3",7,9,28,1,"Día Laboral","J","July","Monday","2007-07-08 00:00:00,000","2007-07-15 00:00:00,000","Día Normal"
"2007-07-10 00:00:00,000",2007,"H2","Q3",200707,"July","Week 28","Tuesday","WorkDay",2007,"Trimestre 3",7,10,28,2,"Día Laboral","J","July","Tuesday","2007-07-08 00:00:00,000","2007-07-15 00:00:00,000","Día Normal"
"2007-07-11 00:00:00,000",2007,"H2","Q3",200707,"July","Week 28","Wednesday","WorkDay",2007,"Trimestre 3",7,11,28,3,"Día Laboral","J","July","Wednesday","2007-07-08 00:00:00,000","2007-07-15 00:00:00,000","Día Normal"
"2007-07-12 00:00:00,000",2007,"H2","Q3",200707,"July","Week 28","Thursday","WorkDay",2007,"Trimestre 3",7,12,28,4,"Día Laboral","J","July","Thursday","2007-07-08 00:00:00,000","2007-07-15 00:00:00,000","Día Normal"
"2007-07-13 00:00:00,000",2007,"H2","Q3",200707,"July","Week 28","Friday","WorkDay",2007,"Trimestre 3",7,13,28,5,"Día Laboral","J","July","Friday","2007-07-08 00:00:00,000","2007-07-15 00:00:00,000","Día Normal"
"2007-07-16 00:00:00,000",2007,"H2","Q3",200707,"July","Week 29","Monday","WorkDay",2007,"Trimestre 3",7,16,29,1,"Día Laboral","J","July","Monday","2007-07-15 00:00:00,000","2007-07-22 00:00:00,000","Día Normal"
"2007-07-17 00:00:00,000",2007,"H2","Q3",200707,"July","Week 29","Tuesday","WorkDay",2007,"Trimestre 3",7,17,29,2,"Día Laboral","J","July","Tuesday","2007-07-15 00:00:00,000","2007-07-22 00:00:00,000","Día Normal"
"2007-07-18 00:00:00,000",2007,"H2","Q3",200707,"July","Week 29","Wednesday","WorkDay",2007,"Trimestre 3",7,18,29,3,"Día Laboral","J","July","Wednesday","2007-07-15 00:00:00,000","2007-07-22 00:00:00,000","Día Normal"
"2007-07-19 00:00:00,000",2007,"H2","Q3",200707,"July","Week 29","Thursday","WorkDay",2007,"Trimestre 3",7,19,29,4,"Día Laboral","J","July","Thursday","2007-07-15 00:00:00,000","2007-07-22 00:00:00,000","Día Normal"
"2007-07-20 00:00:00,000",2007,"H2","Q3",200707,"July","Week 29","Friday","WorkDay",2007,"Trimestre 3",7,20,29,5,"Día Laboral","J","July","Friday","2007-07-15 00:00:00,000","2007-07-22 00:00:00,000","Día Normal"
"2007-07-23 00:00:00,000",2007,"H2","Q3",200707,"July","Week 30","Monday","WorkDay",2007,"Trimestre 3",7,23,30,1,"Día Laboral","J","July","Monday","2007-07-22 00:00:00,000","2007-07-29 00:00:00,000","Día Normal"
"2007-07-24 00:00:00,000",2007,"H2","Q3",200707,"July","Week 30","Tuesday","WorkDay",2007,"Trimestre 3",7,24,30,2,"Día Laboral","J","July","Tuesday","2007-07-22 00:00:00,000","2007-07-29 00:00:00,000","Día Normal"
"2007-07-25 00:00:00,000",2007,"H2","Q3",200707,"July","Week 30","Wednesday","WorkDay",2007,"Trimestre 3",7,25,30,3,"Día Laboral","J","July","Wednesday","2007-07-22 00:00:00,000","2007-07-29 00:00:00,000","Día Normal"
"2007-07-26 00:00:00,000",2007,"H2","Q3",200707,"July","Week 30","Thursday","WorkDay",2007,"Trimestre 3",7,26,30,4,"Día Laboral","J","July","Thursday","2007-07-22 00:00:00,000","2007-07-29 00:00:00,000","Día Normal"
"2007-07-27 00:00:00,000",2007,"H2","Q3",200707,"July","Week 30","Friday","WorkDay",2007,"Trimestre 3",7,27,30,5,"Día Laboral","J","July","Friday","2007-07-22 00:00:00,000","2007-07-29 00:00:00,000","Día Normal"
"2007-07-30 00:00:00,000",2007,"H2","Q3",200707,"July","Week 31","Monday","WorkDay",2007,"Trimestre 3",7,30,31,1,"Día Laboral","J","July","Monday","2007-07-29 00:00:00,000","2007-08-05 00:00:00,000","Día Normal"
"2007-07-31 00:00:00,000",2007,"H2","Q3",200707,"July","Week 31","Tuesday","WorkDay",2007,"Trimestre 3",7,31,31,2,"Día Laboral","J","July","Tuesday","2007-07-29 00:00:00,000","2007-08-05 00:00:00,000","Día Normal"
"2007-08-01 00:00:00,000",2007,"H2","Q3",200708,"August","Week 31","Wednesday","WorkDay",2007,"Trimestre 3",8,1,31,3,"Día Laboral","A","August","Wednesday","2007-07-29 00:00:00,000","2007-08-05 00:00:00,000","Día Normal"
